post_no,expected_comment_count
309490,1
307977,3
307927,4
307926,27
307925,4
307924,1
307923,22
307920,1
307919,2
307918,5
307917,12
307916,8
307910,5
307908,1
307906,15
307905,3
307904,6
307901,5
307900,2
307898,1
307895,2
307894,1
307891,1
307890,2
307889,10
307888,7
307887,2
307886,2
307882,9
307880,5
307879,5
307877,9
307876,1
307875,6
307872,3
307871,4
307869,8
307868,1
307867,1
307866,1
307865,4
307864,6
307861,11
307859,2
307857,1
307851,1
307848,1
307845,2
307843,7
307841,1
307840,3
307839,4
307833,2
307831,1
307830,4
307829,1
307826,5
307824,3
307820,1
307819,1
307813,1
307812,1
307810,25
307809,1
307806,2
307805,10
307804,2
307803,1
307802,3
307797,5
307795,1
307792,3
307790,3
307786,10
307784,1
307782,1
307781,4
307779,1
307776,2
307775,5
307774,1
307773,2
307772,8
307768,1
307764,2
307763,2
307758,1
307755,15
307752,7
307749,1
307748,5
307747,3
307746,2
307741,1
307739,1
307738,1
307735,3
307733,3
307731,2
307729,1
307728,1
307727,2
307724,1
307720,2
307719,2
307718,1
307716,3
307715,2
307714,4
307711,1
307710,2
307709,3
307708,24
307707,4
307706,2
307704,14
307703,2
307702,1
307698,9
307697,2
307695,3
307693,4
307691,4
307690,3
307687,2
307686,3
307684,9
307677,2
307675,2
307674,4
307673,2
307671,1
307670,3
307669,2
307668,3
307663,4
307662,2
307660,1
307659,14
307658,4
307657,2
307656,9
307655,2
307647,1
307646,7
307645,2
307644,5
307642,2
307641,1
307639,2
307638,6
307637,2
307636,12
307635,2
307634,4
307633,2
307632,3
307631,2
307629,3
307627,1
307626,1
307619,2
307617,4
307616,3
307615,2
307614,4
307613,2
307612,1
307611,2
307610,1
307609,2
307608,1
307607,5
307606,2
307605,2
307604,1
307603,3
307601,1
307600,1
307599,9
307598,2
307597,1
307596,1
307595,3
307594,6
307593,2
307592,2
307591,3
307590,1
307588,1
307587,1
307586,6
307585,5
307584,1
307583,1
307582,9
307581,6
307580,5
307579,2
307578,13
307577,8
307576,1
307575,1
307574,7
307573,1
307572,1
307571,3
307569,1
307568,9
307567,1
307565,1
307564,4
307563,2
307561,1
307558,1
307557,3
307556,2
307555,7
307554,1
307553,1
307552,4
307551,3
307550,4
307545,3
307543,3
307542,2
307541,4
307540,1
307536,12
307535,2
307534,4
307531,2
307528,17
307527,1
307526,2
307525,10
307524,3
307523,2
307521,2
307520,5
307519,5
307518,4
307517,3
307516,1
307515,6
307511,9
307510,2
307509,7
307507,2
307505,1
307503,1
307502,3
307500,8
307499,2
307496,10
307495,1
307494,2
307493,5
307491,4
307490,3
307488,1
307487,2
307486,3
307485,19
307482,3
307481,1
307480,9
307478,1
307476,2
307475,4
307473,4
307472,3
307471,2
307470,1
307468,1
307465,1
307464,1
307461,3
307460,1
307459,1
307458,1
307457,1
307456,2
307455,4
307454,3
307452,2
307450,4
307449,1
307448,6
307447,2
307446,5
307445,1
307444,3
307443,3
307442,5
307441,1
307440,1
307439,2
307437,1
305440,1
305438,1
305437,3
305435,5
305433,2
305431,2
305430,12
305429,1
305428,1
305427,2
305425,3
305423,5
305422,3
305421,7
305420,5
305419,4
305418,3
305412,3
305410,2
305409,3
305408,5
305407,2
305406,2
305405,10
305401,8
305400,1
305398,1
305395,1
305392,1
305391,4
305390,5
305389,6
305387,5
305383,6
305381,1
